web-scraper-order,web-scraper-start-url,handle,name,content,replies,retweets,favorites,unix_timestamp,published_date,url
"1557300516-3048","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@Hemptres","MIGraphics","#cannabis and #depression. It's been used as a treatment for centuries. #legalizeit #marijuana #weed #mmjpic.twitter.com/YYLqZuASwG","","10","17","1456679148000","9:05 AM - 28 Feb 2016","/Hemptres/status/703989489602052096"
"1557300516-2836","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@UCLAnewsroom","UCLA Newsroom","UCLA Chancellor Block announces 1st voluntary campuswide student #depression screening, treatment plan.
#ThinkGrand
http://ucla.in/2y9ZRk3 pic.twitter.com/fNIGjxRN88","1","37","82","1505416069000","12:07 PM - 14 Sep 2017","/UCLAnewsroom/status/908406954447400960"
"1557300516-2604","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@depressionroad1","depressionroad","New study for improving #depression treatment.
As long as there is progress, there is hope!
@nresearchnewshttps://www.nature.com/articles/s41386-019-0401-0 …","","","","1557112446000","8:14 PM - 5 May 2019","/depressionroad1/status/1125237274315071488"
"1557300516-3063","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@PsychiatricNews","Psychiatric News","Treatment combination involving CBT w/ pharmacotherapy may prevent relapse in patients w/ #depression. http://apapsy.ch/cbt-pharm","","15","9","1451405703000","8:15 AM - 29 Dec 2015","/PsychiatricNews/status/681871057343520768"
"1557300516-3396","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@JAMA_current","JAMA","#JAMA Report: Telephone administered CBT reduces treatment discontinuation among patients with #depression http://bit.ly/LnDeqT  #JAMANetwork","","9","3","1338926874000","1:07 PM - 5 Jun 2012","/JAMA_current/status/210100653970817026"
"1557300516-3028","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@AmberLyon","Amber Lyon","#Psychedelic Mushrooms Could Be The Next Breakthrough Treatment For #Depression http://reset.me/story/can-psychedelic-mushrooms-treat-depression/ …pic.twitter.com/u4aqQw8Vgk","","19","32","1462123741000","10:29 AM - 1 May 2016","/AmberLyon/status/726825768341237761"
"1557300516-3299","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@CMHAPeelDuff","CMHA Peel Dufferin","Exercise is often part of treatment for #depression. Exercise alone is not a cure, but it has a positive impact. http://ow.ly/zv9tN","1","23","9","1406824823000","9:40 AM - 31 Jul 2014","/CMHAPeelDuff/status/494885296287129601"
"1557300516-2603","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@SkypeTherapist","Online Mindfulness Therapy","Skype Therapy - Effective Online Treatment for #Anxiety & #Depression. Online Mindfulness Therapy via Skype. See: https://www.youtube.com/watch?v=diq7zuVT9NE …","","","","1557189004000","5:30 PM - 6 May 2019","/SkypeTherapist/status/1125558381476028416"
"1557300516-3289","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@RachelMcN12News","Rachel McNeill","#Depression: ""It's the largest unmet hurdle in the treatment of #Parkinsons "" Dr. Michael S. Okun  #RobinWilliams","","2","5","1408099291000","3:41 AM - 15 Aug 2014","/RachelMcN12News/status/500230799782707201"
"1557300516-3368","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@postpartumprog","Katherine Stone","Have you avoided getting any sort of help because of the stigma of treatment for #depression or #anxiety? Millions do. http://ow.ly/gHP8h","4","4","2","1357847416000","11:50 AM - 10 Jan 2013","/postpartumprog/status/289459162449080320"
"1557300516-3251","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@picardonhealth","André Picard","Club drug 'Special K' get a serious look as a treatment for #depression http://nyti.ms/1zrVuMS  via @nytimeshealth #mentalhealth","","11","1","1418215147000","4:39 AM - 10 Dec 2014","/picardonhealth/status/542659777650647040"
"1557300516-2968","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@AHealthBlog","A Health Blog","#Depression Could Be Improved With Vitamin D Deficiency Treatment  http://aboutdepressionfacts.com/4wxu pic.twitter.com/6ZYuQvFKP9","","7","13","1473147126000","12:32 AM - 6 Sep 2016","/AHealthBlog/status/773061194903130112"
"1557300516-3267","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@ConquerWorry","ConquerWorry™","New treatment for #depression gaining popularity: http://www.cbs46.com/story/27346220/new-treatment-for-depression-gaining-popularity#.VGNTxNBb4a4.twitter …","1","18","7","1415795674000","4:34 AM - 12 Nov 2014","/ConquerWorry/status/532511772696002560"
"1557300516-2708","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@JClinPsychiatry","J Clin Psychiatry","Can vagus nerve stimulation treatment lead to improvements in quality of life in patients with treatment-resistant depression, beyond those related to classically defined antidepressant response? Read this article to find out. http://bit.ly/2PwSZWy  #VNS #depression pic.twitter.com/r6PxUVgOOu","","11","16","1535027102000","5:25 AM - 23 Aug 2018","/JClinPsychiatry/status/1032604627076820992"
"1557300516-2996","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@Brain_Facts_org","BrainFacts.org","A patient and a physician discuss the difficulty of finding a #depression treatment that works: https://youtu.be/DXzCyXoLgyc","","6","9","1468868870000","12:07 PM - 18 Jul 2016","/Brain_Facts_org/status/755116891300106240"
"1557300516-2817","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@SickNotWeak","SickNotWeak","I've made it back from #depression's hell but many don't get the treatment I got. We need to work to change that. - ML #SickNotWeak","","15","50","1508076051000","7:00 AM - 15 Oct 2017","/SickNotWeak/status/919563725153210368"
"1557300516-2610","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@_HealthHolistic","Holistic Health","The Mind-Body Connection in the Treatment of Depression
http://health.jottedlines.com/the-mind-body-connection-in-the-treatment-of-depression/ …
#depression #mindbody","","","","1556821491000","11:24 AM - 2 May 2019","/_HealthHolistic/status/1124016921459007488"
"1557300516-3193","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@OrganicLiveFood","Organic Live Food","How drug-induced #depression undermines effectiveness of #drug treatment n more US soldiers die of suicide/not combat http://bit.ly/1CZtm24","","13","3","1429324743000","7:39 PM - 17 Apr 2015","/OrganicLiveFood/status/589256800425353216"
"1557300516-2865","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@JamieLarsH","Jamie Hanson","Altered peripheral immunity in treatment-resistant #depression: response to ketamine & prediction of treatment http://www.nature.com/tp/journal/v7/n3/full/tp201731a.html …pic.twitter.com/7y09Tb8SvG","","8","7","1499006235000","7:37 AM - 2 Jul 2017","/JamieLarsH/status/881522159906062336"
"1557300516-3416","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@akcounseling","AK Counseling","Positive activities such as random acts of #kindness may serve as an effective, low-cost treatment for people suffering from #depression.","","8","1","1312201669000","5:27 AM - 1 Aug 2011","/akcounseling/status/98007021474947072"
"1557300516-3125","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@_carrienet_","Carrie","The Silent Treatment. The silent treatment is one of the most common forms http://www.carrienet.com/the-silent-treatment/ … #depression pic.twitter.com/FvdmpXQosP","1","8","12","1440449822000","1:57 PM - 24 Aug 2015","/_carrienet_/status/635918764031107073"
"1557300516-3006","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@OSTtalk","On Second Thought","An @EmoryUniversity neurologist has helped advance treatment for #depression with magnetic waves: http://gpbnews.org/post/using-power-magnets-fight-depression …","1","3","4","1466956026000","8:47 AM - 26 Jun 2016","/OSTtalk/status/747093838812979201"
"1557300516-3154","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@odhranallen","Odhrán Allen","Here's something I wrote about antidepressant medication & my treatment for #depression #mentalhealthhttp://odhranallen.com/2015/07/03/antidepressants-work/ …","5","4","4","1436183717000","4:55 AM - 6 Jul 2015","/odhranallen/status/618025420080947200"
"1557300516-2728","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@MayoClinic","Mayo Clinic","#HomeRemedies: #FishOil alone isn't a depression treatment and more studies are needed, but it's possible that fish oil supplements high in omega-3 fatty acids may lower the risk of #depression.  https://mayocl.in/2kRdbEf pic.twitter.com/j4eiwQxCuK","2","42","87","1528755902000","3:25 PM - 11 Jun 2018","/MayoClinic/status/1006301305617383424"
"1557300516-2793","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@ThePaintedBrain","Painted Brain LA","Talking to loved ones about #depression alleviates the pressure of being alone. Companionship is a major part of depression treatment. pic.twitter.com/yYe17Bssvg","1","25","53","1514253905000","6:05 PM - 25 Dec 2017","/ThePaintedBrain/status/945475524197076993"
"1557300516-2971","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@JClinPsychiatry","J Clin Psychiatry","Identifying behavioral and biological markers to predict treatment response in #depression. http://buff.ly/2bzzITK pic.twitter.com/qpwLyDo3JE","","12","19","1472588281000","1:18 PM - 30 Aug 2016","/JClinPsychiatry/status/770717228236963840"
"1557300516-3114","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@NAMICommunicate","NAMI","Less than 45% of US teens who meet the criteria for depression get treated for it http://www.theguardian.com/commentisfree/2015/sep/10/depressed-teens-need-more-than-a-shrug … #Act4MentalHealth #treatment","1","30","18","1442017804000","5:30 PM - 11 Sep 2015","/NAMICommunicate/status/642495355280449536"
"1557300516-3023","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@bita137","Bita Moghaddam","Impressive data: Psilocybin produces ""sustained benefit"" for treatment-resistant #depression 
 https://twitter.com/TheLancet/status/732520327348019202 …","1","8","12","1463529203000","4:53 PM - 17 May 2016","/bita137/status/732720703057715203"
"1557300516-2667","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@DanielGDillon","Dan Dillon","Happy to announce *three* post-doc openings in the Center for Depression, Anxiety & Stress Research @McLeanHospital @harvardmed One w/Diego Pizzagalli, one w/@ChrisWebbPhD, and one with me. See below and please RT! #neuroscience #depression #treatment #memorypic.twitter.com/E6Ry39AHWV","1","33","40","1547072939000","2:28 PM - 9 Jan 2019","/DanielGDillon/status/1083128529007595520"
"1557300516-3224","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@MDEdgePsych","MDEdge Psychiatry","Defining #treatment-resistant #depression http://bit.ly/1yLpXaA","","8","4","1424376135000","12:02 PM - 19 Feb 2015","/MDEdgePsych/status/568500831722610688"
"1557300516-3379","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@WHO","World Health Organization (WHO)","Because of the stigma that is often still attached to #depression, many fail to acknowledge that they are ill and do not seek treatment","5","210","24","1349851912000","11:51 PM - 9 Oct 2012","/WHO/status/255923587146452992"
"1557300516-3316","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@RitikaGoelTO","Ritika Goel","Mindfulness as effective a treatment for #depression as antidepressants http://www.oxfordtimes.co.uk/news/features/11140193.Mindfulness_could_make_a_difference_to_depression/?ref=twtrec … #meded #cdnhealth","","4","4","1397850756000","12:52 PM - 18 Apr 2014","/RitikaGoelTO/status/457245329167876096"
"1557300516-2922","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@SickNotWeak","SickNotWeak","I've made it back from #depression's hell but many don't get the treatment I got. We need to work to change that. - ML #SickNotWeak","1","10","26","1484236910000","8:01 AM - 12 Jan 2017","/SickNotWeak/status/819575120771579906"
"1557300516-2842","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@ChildTrends","Child Trends","Treatment for #depression should address depression’s potential impacts on parenting. https://www.childtrends.org/child-trends-5/five-things-know-parental-depression/ …","","23","17","1503975100000","7:51 PM - 28 Aug 2017","/ChildTrends/status/902363092306284546"
"1557300516-3281","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@ConquerWorry","ConquerWorry™","Blood test for #depression that can speed up treatment unveiled: http://dailym.ai/1qUUQT8","4","17","14","1410831248000","6:34 PM - 15 Sep 2014","/ConquerWorry/status/511689460979736576"
"1557300516-3452","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@emoryhealthsci","Emory Health Sci","LA Times - Emory's experts on deep brain stimulation as treatment for various disorders, including depression. http://is.gd/LWi0 #depression","","","","1243911911000","8:05 PM - 1 Jun 2009","/emoryhealthsci/status/1999361635"
"1557300516-2816","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@CadentTx","Cadent Therapeutics","Excited to share that @Novartis has advanced a Cadent compound into the clinic for treatment-resistant #depression. http://ow.ly/inMS30fVN9o","","2","10","1508238637000","4:10 AM - 17 Oct 2017","/CadentTx/status/920245660884008960"
"1557300516-2904","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@CleClinicMD","Cleveland Clinic MD","Ketamine could improve treatment-resistant #depression symptoms within 24 hours http://cle.clinic/2gDdz64 pic.twitter.com/d8Hf0kZfmp","","30","53","1488777660000","9:21 PM - 5 Mar 2017","/CleClinicMD/status/838620407674523648"
"1557300516-2969","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@neuropsychblog","Neuropsychology","Olfson, Blanco, & Marcus (2016). Treatment of Adult #Depression in the United States. JAMA Internal Medicine.

http://archinte.jamanetwork.com/article.aspx?articleid=2546155 …","","5","5","1472997037000","6:50 AM - 4 Sep 2016","/neuropsychblog/status/772431677821943808"
"1557300516-3133","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@And_Cipriani","Andrea Cipriani","Pharmacological treatment for psychotic #depression - an update of a Cochrane review last updated in 2009 http://www.ncbi.nlm.nih.gov/pubmed/26225902","","7","8","1439657740000","9:55 AM - 15 Aug 2015","/And_Cipriani/status/632596531821080576"
"1557300516-3075","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@JAMA_current","JAMA","MT @JAMAPsych Randomized Trial of Bright Light Treatment and #Fluoxetine for Nonseasonal #Depression http://bit.ly/1T0ayJK  #lighttherapy","","22","18","1447992163000","8:02 PM - 19 Nov 2015","/JAMA_current/status/667553635644100609"
"1557300516-2974","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@PreetiNMalani","Preeti Malani","Most US adults who screen positive for #depression did not receive treatment. Details in new @JAMAInternalMed study. http://ja.ma/2bMNkan","1","22","13","1472502332000","1:25 PM - 29 Aug 2016","/PreetiNMalani/status/770356732551843840"
"1557300516-3295","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@JCKindleBooks","JC","FREE Kindle Book-Depression Signs and Treatment...Click here: http://amzn.to/1ojt8j4 

#free #kindle #book #depression","","202","1","1407414535000","5:28 AM - 7 Aug 2014","/JCKindleBooks/status/497358726031228928"
"1557300516-2931","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@AHealthBlog","A Health Blog","#Depression Could Be Improved With Vitamin D Deficiency Treatment  http://aboutdepressionfacts.com/4wxu pic.twitter.com/qbnm3ullpD","1","6","11","1481554168000","6:49 AM - 12 Dec 2016","/AHealthBlog/status/808322883541987328"
"1557300516-3402","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@afspsfchapter","AFSP SF Chapter","New research on the use of ketamine as a treatment for severe suicidal depression.  http://bit.ly/wcdBYH  #afsp #depression","","3","1","1328212808000","12:00 PM - 2 Feb 2012","/afspsfchapter/status/165162604602470401"
"1557300516-3196","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@CareForYourMind","CareForYourMind","Integrated care coordinators help patients understand #depression symptoms and self-manage their treatment.  http://bit.ly/1CVg9qw  @NNDC","","4","","1429196427000","8:00 AM - 16 Apr 2015","/CareForYourMind/status/588718601638518785"
"1557300516-3243","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@chriskresser","Chris Kresser","Interested in #exercise as an alternative treatment for #depression? Find out more: http://bit.ly/1DbpjBn","","15","10","1420570501000","10:55 AM - 6 Jan 2015","/chriskresser/status/552538847415128064"
"1557300516-2982","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@AmandaItzkoffmd","Amanda Itzkoff, MD","#ketamine closer to widespread use in treatment for #depression - http://CNN.com   avail now @ our NYC ofc!  http://www.cnn.com/2016/08/17/health/ketamine-depression-treatment/index.html …","1","8","14","1471576310000","8:11 PM - 18 Aug 2016","/AmandaItzkoffmd/status/766472713905070080"
"1557300516-3146","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@_carrienet_","Carrie","The Silent Treatment. The silent treatment is one of the most common forms http://www.carrienet.com/the-silent-treatment/ … #depression pic.twitter.com/QOmEBdwtT7","","8","9","1437286917000","11:21 PM - 18 Jul 2015","/_carrienet_/status/622652577209946112"
"1557300516-3437","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@ricklondon","Rick London Ⓥ","Have #Depression & No Treatment Works. Chances are its the Vagus Nerve, Not Depression. Learn More http://www.Cyberonics.com","","1","1","1268420971000","11:09 AM - 12 Mar 2010","/ricklondon/status/10385600486"
"1557300516-2629","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@BethFratesMD","Beth Frates, MD","""A relatively new treatment called self-system therapy (SST) has been shown to be so effective for #depression. It helps patients feel better by teaching them to focus on making good things happen by pursuing “promotion” #goals that involve advancement, growth+achievement."" #lifehttps://twitter.com/HarvardHealth/status/1109924350361329664 …","","69","124","1553472119000","5:01 PM - 24 Mar 2019","/BethFratesMD/status/1109968636087885824"
"1557300516-3106","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@jflier","Jeffrey Flier","Balanced piece on emerging use of ketamine for treatment of #depression. Lots still to learn from careful study.  https://twitter.com/wbur/status/648455631607857152 …","1","4","4","1443440082000","4:34 AM - 28 Sep 2015","/jflier/status/648460822239440898"
"1557300516-3020","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@AHealthBlog","A Health Blog","Study Shows Tai Chi Effective #Depression Treatment in the Elderly  http://ahealthblog.com/yr8w pic.twitter.com/HbOZI2TMmy","","8","10","1464010440000","6:34 AM - 23 May 2016","/AHealthBlog/status/734739158183366656"
"1557300516-3140","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@vinylarm","The Rising Sun","Researchers seek to improve bipolar disorder, depression treatment http://www.foxnews.com/health/2015/07/07/researchers-seek-to-improve-bipolar-disorder-depression-treatment/ … #Depression #Researchpic.twitter.com/DJf6ri32RR","1","8","6","1437601074000","2:37 PM - 22 Jul 2015","/vinylarm/status/623970245867360256"
"1557300516-3248","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@blackdoginst","Black Dog Institute","Read about this innovative new #depression treatment, Transcranial magnetic stimulation here http://www.blackdoginstitute.org.au/docs/TMS.pdf","3","5","6","1418688099000","4:01 PM - 15 Dec 2014","/blackdoginst/status/544643482162184192"
"1557300516-3329","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@VahabzadehMD","Arshya Vahabzadeh MD","Ketamine outperforms ECT in treatment of depression - new study reports http://psychnews.psychiatryonline.org/newsarticle.aspx?articleid=1815058 … #depression #ketamine #ECT @APAPsychiatric","","18","12","1390188701000","7:31 PM - 19 Jan 2014","/VahabzadehMD/status/425108341472239616"
"1557300516-2977","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@CaraSantaMaria","🏳️‍🌈 Cara Santa Maria  🏳️‍🌈","Some treatment-resistant #depression could be a metabolic problem. http://www.forbes.com/sites/alicegwalton/2016/08/14/metabolic-problems-in-the-brain-may-help-explain-treatment-resistant-depression/#725fcf2248ed …pic.twitter.com/YtvV1oSae4","1","6","18","1471910417000","5:00 PM - 22 Aug 2016","/CaraSantaMaria/status/767874060491427840"
"1557300516-2851","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@The_MRC","The MRC","How a 2-part treatment helping mothers w/ #depression & parenting in South Africa could have global impact: http://mrc.io/2vwUSen  #pndpic.twitter.com/lLLSyZ5kFK","","12","10","1502113980000","6:53 AM - 7 Aug 2017","/The_MRC/status/894556988457328640"
"1557300516-3247","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@THEMMEXCHANGE","MME","Cannabis and  Depression

#marijuana #cannabis #medical #medicalmarijuana #cbd #health #depression #treatment pic.twitter.com/SLysrvjNZj","","27","20","1419121127000","4:18 PM - 20 Dec 2014","/THEMMEXCHANGE/status/546459730164473856"
"1557300516-2863","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@SickNotWeak","SickNotWeak","I've made it back from #depression's hell but many don't get the treatment I got. We need to work to change that. - ML #SickNotWeak","2","11","44","1499781667000","7:01 AM - 11 Jul 2017","/SickNotWeak/status/884774557449670656"
"1557300516-3056","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@markhenick","mark henick","Only 28% of Canadians feel that they are getting the best treatment possible for their #depression. #BellLetsTalk","1","69","8","1453948827000","6:40 PM - 27 Jan 2016","/markhenick/status/692537692115079169"
"1557300516-2660","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@LEAD_Coalition","Ian Kremer","Learn about the relationship between #depression and #dementia, and about potential treatment options https://www.brightfocus.org/alzheimers/article/dementia-and-depression … via @_BrightFocus 

#Alzheimers #mentalhealth #geriatricspic.twitter.com/18LcgWHMvM","","22","21","1548028680000","3:58 PM - 20 Jan 2019","/LEAD_Coalition/status/1087137196283387904"
"1557300516-2774","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@ProfDanielSmith","Daniel Smith","A new web-based psychoeducational treatment for adolescent #depression, from @RhysBevanJones et al @MRCcardiff and Sharon Simpson @theSPHSUhttp://mental.jmir.org/2018/1/e13/","1","17","13","1518704408000","6:20 AM - 15 Feb 2018","/ProfDanielSmith/status/964142285381398528"
"1557300516-3406","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@HealthyPlace","HealthyPlace","#Depression Treatment For Hard-to-Treat Depression. http://ow.ly/7WD4G  #mentalhealth #mentalillness #health #psychology","","4","1","1323705731000","8:02 AM - 12 Dec 2011","/HealthyPlace/status/146258555845087234"
