,%Strength,Class,Pretend,care,created_at,date,daughter,description,df,draw,eat,educ,famili,favorite_count,followers_count,friends_count,haha,health,hello,help,id,id_str,ill,impress,let,listed_count,location,love,lunch,mayb,peopl,pictur,rent,retweet_count,retweeted,rock,shes,statuses_count,text,that,time,time_zone,toe,trentreznor,umbrella,user,wanna,watch
36,90.40689468383789,Relational,,,Tue Mar 26 14:43:32 +0000 2019,,,drinking water and minding my business 🍸 jaydimples_,0,,,,,0,57,124,0.05531194433569908,,0.06531605124473572,,1110552870477357058,1110552870477357058,,0.06529425084590912,,0,,,,,,0.08282649517059326,,0,False,0.06249822676181793,0.0402023047208786,1217,"RT @Tumi_Axe: Sucide - 0800567567
Rape - 0214479762
Assault - 0861322322
Depression - 0800121314
Emergency - 112
ADHD Helpline - 0800554433…",0.10056494921445847,,,,0.04018070921301842,,jaydimples__,0.05528955161571503,0.059357237070798874
37,90.36440253257751,Relational,,,Tue Mar 26 14:43:32 +0000 2019,,,,0,,,,,0,36,250,0.05531194433569908,,0.06531605124473572,,1110552870787649537,1110552870787649537,,0.06529425084590912,,0,,,,,,0.08282649517059326,,0,False,0.06249822676181793,0.0402023047208786,538,"RT @KokeReport: Omar Upset Minnesota Democrats Want Her Removed From Congress, Do You Want To Remove Her From Congress ? https://t.co/4CHK5…",0.10056494921445847,,,,0.04018070921301842,,megamind813,0.05528955161571503,0.059357237070798874
38,33.9155375957489,Relational,,,Tue Mar 26 14:43:32 +0000 2019,,,"Philippians 1:21 For to me to live is Christ, and to die is gain. | Many have an image of me. Only few get the picture.",0,,,,,0,313,450,0.05531194433569908,,0.06531605124473572,,1110552870838063106,1110552870838063106,,0.06529425084590912,,5,Wherever God is :) ,,,,,0.08282649517059326,,0,False,0.06249822676181793,0.0402023047208786,26132,"RT @dirtyIiar: “you look stressed out”

me: nah i’m good

also me: https://t.co/4EIHga7ujT",0.10056494921445847,,,,0.04018070921301842,,CedyCed15,0.05528955161571503,0.059357237070798874
39,91.60675406455994,Relational,,,Tue Mar 26 14:43:32 +0000 2019,,,sound,0,,,,,0,57,159,0.05531194433569908,,0.06531605124473572,,1110552871060283393,1110552871060283393,,0.06529425084590912,,1,"Glasgow, Uk",,,,,0.08282649517059326,,0,False,0.06249822676181793,0.0402023047208786,130,"They should change the name mothers day to legal guardian day, combining both fathers day and mother's day into the… https://t.co/4PCsYN2MKz",0.10056494921445847,,,,0.04018070921301842,,Lbbx94,0.05528955161571503,0.059357237070798874
40,33.915939927101135,Relational,,,Tue Mar 26 14:43:32 +0000 2019,,,Dare to do the things that scare you,0,,,,,0,131,91,0.05531194433569908,,0.06531605124473572,,1110552871429259264,1110552871429259264,,0.06529425084590912,,0,,,,,,0.08282649517059326,,0,False,0.06249822676181793,0.0402023047208786,12844,"RT @dirtyIiar: “you look stressed out”

me: nah i’m good

also me: https://t.co/4EIHga7ujT",0.10056494921445847,,,,0.04018070921301842,,abrahamcesarzep,0.05528955161571503,0.059357237070798874
41,33.91435742378235,Relational,,,Tue Mar 26 14:43:32 +0000 2019,,,be the strong woman you truly are,0,,,,,0,302,447,0.05531194433569908,,0.06531605124473572,,1110552872461176832,1110552872461176832,,0.06529425084590912,,3,Throne of satan,,,,,0.08282649517059326,,0,False,0.06249822676181793,0.0402023047208786,6666,"RT @dirtyIiar: “you look stressed out”

me: nah i’m good

also me: https://t.co/4EIHga7ujT",0.10056494921445847,,,,0.04018070921301842,,kimberlycamer14,0.05528955161571503,0.059357237070798874
42,92.14693903923035,Relational,,,Tue Mar 26 14:43:32 +0000 2019,,,"I like video games, video editing, art, and reading.",0,,,,,0,22,240,0.05531194433569908,,0.06531605124473572,,1110552872603828224,1110552872603828224,,0.06529425084590912,,0,Germany,,,,,0.08282649517059326,,0,False,0.06249822676181793,0.0402023047208786,2694,"RT @DolanDark: We tried our best, but unfortunately Article 13 has passed. I don't know why boomers are in charge of internet freedom when…",0.10056494921445847,,,,0.04018070921301842,,AzazelAdversary,0.05528955161571503,0.059357237070798874
43,92.14856028556824,Relational,,,Tue Mar 26 14:43:32 +0000 2019,,,"This isn't trust, this is manipulation",0,,,,,0,12,58,0.05531194433569908,,0.06531605124473572,,1110552872775806983,1110552872775806983,,0.06529425084590912,,0,Fuck/You,,,,,0.08282649517059326,,0,False,0.06249822676181793,0.0402023047208786,4576,"RT @DolanDark: We tried our best, but unfortunately Article 13 has passed. I don't know why boomers are in charge of internet freedom when…",0.10056494921445847,,,,0.04018070921301842,,_Scyless,0.05528955161571503,0.059357237070798874
44,90.35038352012634,Relational,,,Tue Mar 26 14:43:32 +0000 2019,,,"| i draw sometimes, but i mostly retweet shitposts | follow my art account @AbibisArte |",0,,,,,0,45,574,0.05531194433569908,,0.06531605124473572,,1110552873119694848,1110552873119694848,,0.06529425084590912,,1,Hell,,,,,0.08282649517059326,,0,False,0.06249822676181793,0.0402023047208786,1981,RT @blazzlehoochas: how do u explain to the youths that you don't lose your entire personality and interests when you turn 30 lol you guys…,0.10056494921445847,,,,0.04018070921301842,,_abigaiher_,0.05528955161571503,0.059357237070798874
45,64.2656683921814,Relational,,,Tue Mar 26 14:43:32 +0000 2019,,,22 ✨,0,,,,,0,257,746,0.05531194433569908,,0.06531605124473572,,1110552873253986305,1110552873253986305,,0.06529425084590912,,1,St.Albans ,,,,,0.08282649517059326,,0,False,0.06249822676181793,0.0402023047208786,5047,"RT @delafro_: I don’t feel bad about being the “dump him” friend. My girls are too pretty, too smart and too fly to be stressed over medioc…",0.10056494921445847,,,,0.04018070921301842,,elliottthall,0.05528955161571503,0.059357237070798874
46,66.6604995727539,Relational,,,Tue Mar 26 14:43:32 +0000 2019,,,Par de patos.  Tía de dos🦁🐯,0,,,,,0,27,190,0.05531194433569908,,0.06531605124473572,,1110552873346174976,1110552873346174976,,0.06529425084590912,,1,,,,,,0.08282649517059326,,0,False,0.06249822676181793,0.0402023047208786,676,RT @jhaatlyf: Sad as fuck https://t.co/iAVtlvTu2k,0.10056494921445847,,,,0.04018070921301842,,2016_dmj,0.05528955161571503,0.059357237070798874
47,46.95712625980377,Relational,,,Tue Mar 26 14:43:32 +0000 2019,,,,0,,,,,0,348,121,0.05531194433569908,,0.06531605124473572,,1110552873811632128,1110552873811632128,,0.06529425084590912,,12,,,,,,0.08282649517059326,,0,False,0.06249822676181793,0.0402023047208786,19706,still sad but its fine....actor jihoon LETS GO,0.10056494921445847,,,,0.04018070921301842,,gcfjihoon,0.05528955161571503,0.059357237070798874
48,83.2844078540802,Relational,,,Tue Mar 26 14:43:32 +0000 2019,,,FAN ACCOUNT ╳ PARODY ╳,0,,,,,0,595,693,0.05531194433569908,,0.06531605124473572,,1110552873916604416,1110552873916604416,,0.06529425084590912,,1,✘ ᴛʜᴇ ʙᴀᴅ ɢᴜʏ ᴄʜᴜɴ-ʟɪ ✘,,,,,0.08282649517059326,,0,False,0.06249822676181793,0.0402023047208786,5546,@HOT97 @daiIycxnt i feel so sad for the poor victims 😢,0.10056494921445847,,,,0.04018070921301842,,XtingXKing,0.05528955161571503,0.059357237070798874
49,77.62251496315002,Relational,,,Tue Mar 26 14:43:32 +0000 2019,,,🇬🇭🇨🇦 | IG & 👻:Jaayfiasco,0,,,,,0,1547,1183,0.05531194433569908,,0.06531605124473572,,1110552873912487937,1110552873912487937,,0.06529425084590912,,11,,,,,,0.08282649517059326,,0,False,0.06249822676181793,0.0402023047208786,94085,"RT @1RealJoeyB: on God i didnt see him, im really sorry. ❤️ https://t.co/XsHZUEAvni",0.10056494921445847,,,,0.04018070921301842,,JaayFiasco,0.05528955161571503,0.059357237070798874
50,61.716729402542114,Relational,,,Tue Mar 26 14:43:32 +0000 2019,,,Why would I help you when it gives me so much joy to see you suffer?,0,,,,,0,188,229,0.05531194433569908,,0.06531605124473572,,1110552873882902528,1110552873882902528,,0.06529425084590912,,13,"San Francisco, CA",,,,,0.08282649517059326,,0,False,0.06249822676181793,0.0402023047208786,43418,RT @skrongmeat_: any ladies wanna come over n kiss n watch a youtube video about the failure of euro Disney world,0.10056494921445847,,,,0.04018070921301842,,undetow,0.05528955161571503,0.059357237070798874
51,91.36252999305725,Relational,,,Tue Mar 26 14:43:33 +0000 2019,,,"Knife-Like, Flower-Like, Like Nothing At All in the World. RTs = I do what I want.",0,,,,,0,3001,2163,0.05531194433569908,,0.06531605124473572,,1110552875480997888,1110552875480997888,,0.06529425084590912,,235,United States,,,,,0.08282649517059326,,0,False,0.06249822676181793,0.0402023047208786,182333,RT @michelleinbklyn: The media's biggest failure in Russiagate is letting Trump get away with pretending to be exonerated by a four-page le…,0.10056494921445847,,,,0.04018070921301842,,tllanes,0.05528955161571503,0.059357237070798874
52,83.30631256103516,Relational,,,Tue Mar 26 14:43:33 +0000 2019,,,Anarchist with socialist leanings. I will block you if you add me because someone tells you to.,0,,,,,0,439,774,0.05531194433569908,,0.06531605124473572,,1110552875577401346,1110552875577401346,,0.06529425084590912,,0,Wherever I am,,,,,0.08282649517059326,,0,False,0.06249822676181793,0.0402023047208786,22290,@douglaskarr @theolympian @jsn2007 @mattsdriscoll So all homeless people are using drugs or mentally ill?,0.10056494921445847,,,,0.04018070921301842,,erleichda29,0.05528955161571503,0.059357237070798874
53,66.48052334785461,Relational,,,Tue Mar 26 14:43:33 +0000 2019,,,- kimba,0,,,,,0,1582,1557,0.05531194433569908,,0.06531605124473572,,1110552875837448192,1110552875837448192,,0.06529425084590912,,0,Republic of the Philippines,,,,,0.08282649517059326,,0,False,0.06249822676181793,0.0402023047208786,11456,"RT @jamesvoltaire18: Honestly, i’m also sad when i see you sad. ❄️😶",0.10056494921445847,,,,0.04018070921301842,,0bispooo,0.05528955161571503,0.059357237070798874
54,66.6604995727539,Relational,,,Tue Mar 26 14:43:33 +0000 2019,,,ESJF ☆ 16  ☆ ig: margaridamarquess,0,,,,,0,1040,242,0.05531194433569908,,0.06531605124473572,,1110552876273881093,1110552876273881093,,0.06529425084590912,,2,"Coimbra, Portugal",,,,,0.08282649517059326,,0,False,0.06249822676181793,0.0402023047208786,17220,RT @jhaatlyf: Sad as fuck https://t.co/iAVtlvTu2k,0.10056494921445847,,,,0.04018070921301842,,margaridafmarq,0.05528955161571503,0.059357237070798874
55,50.36243796348572,Relational,,,Tue Mar 26 14:43:33 +0000 2019,,,,0,,,,,0,341,198,0.05531194433569908,,0.06531605124473572,,1110552876542316544,1110552876542316544,,0.06529425084590912,,0,cheraw/conway ,,,,,0.08282649517059326,,0,False,0.06249822676181793,0.0402023047208786,783,I’m really sad I don’t look like this,0.10056494921445847,,,,0.04018070921301842,,brooooklyngrace,0.05528955161571503,0.059357237070798874
56,66.44462943077087,Relational,,,Tue Mar 26 14:43:33 +0000 2019,,,I paint 🎨 | IG: Cassies.Canvases,0,,,,,0,1265,558,0.05531194433569908,,0.06531605124473572,,1110552876827492352,1110552876827492352,,0.06529425084590912,,4,,,,,,0.08282649517059326,,0,False,0.06249822676181793,0.0402023047208786,16619,"RT @peedekaf: my mom when she was pregnant with me:

|              |
|              |
|               \
|                 \
|…",0.10056494921445847,,,,0.04018070921301842,,cass_canvases,0.05528955161571503,0.059357237070798874
57,90.40715098381042,Relational,,,Tue Mar 26 14:43:33 +0000 2019,,,,0,,,,,0,384,139,0.05531194433569908,,0.06531605124473572,,1110552876814880768,1110552876814880768,,0.06529425084590912,,1,"Oklahoma City, OK",,,,,0.08282649517059326,,0,False,0.06249822676181793,0.0402023047208786,20571,"RT @wiilkilz: Sucide - 0800567567
Rape - 0214479762
Assault - 0861322322
Depression - 0800121314
Emergency - 112
ADHD Helpline - 0800554433…",0.10056494921445847,,,,0.04018070921301842,,TayTayBonsall,0.05528955161571503,0.059357237070798874
58,66.22204780578613,Relational,,,Tue Mar 26 14:43:33 +0000 2019,,,1 CORINTHIANS 13:8,0,,,,,0,127,179,0.05531194433569908,,0.06531605124473572,,1110552876818980864,1110552876818980864,,0.06529425084590912,,0,Genesis❤,,,,,0.08282649517059326,,0,False,0.06249822676181793,0.0402023047208786,3792,"RT @arjmxrell: i am sad, but it's okay",0.10056494921445847,,,,0.04018070921301842,,Michaelagcopraa,0.05528955161571503,0.059357237070798874
59,66.22193455696106,Relational,,,Tue Mar 26 14:43:33 +0000 2019,,,well dunya :D,0,,,,,0,214,101,0.05531194433569908,,0.06531605124473572,,1110552877179629569,1110552877179629569,,0.06529425084590912,,0,neverland,,,,,0.08282649517059326,,0,False,0.06249822676181793,0.0402023047208786,12097,"RT @arjmxrell: i am sad, but it's okay",0.10056494921445847,,,,0.04018070921301842,,izzahirdinaa_,0.05528955161571503,0.059357237070798874
60,90.34867286682129,Relational,,,Tue Mar 26 14:43:33 +0000 2019,,,"Educated, travel often, foodie, politically moderate/centrist, father, husband, news junkie, Roman Catholic, dog lover and outdoor sports/recreation lover.",0,,,,,0,539,1003,0.05531194433569908,,0.06531605124473572,,1110552877330825216,1110552877330825216,,0.06529425084590912,,3,"New Jersey, USA",,,,,0.08282649517059326,,0,False,0.06249822676181793,0.0402023047208786,30510,"Senator, this isn’t in anyone’s strategic interests &amp; there’s no need to upset the current balance when Israel cont… https://t.co/k5MTH9Pva1",0.10056494921445847,,,,0.04018070921301842,,JP1958S,0.05528955161571503,0.059357237070798874
61,83.20292830467224,Relational,,,Tue Mar 26 14:43:33 +0000 2019,,,A Popcorn. (INFP-T).,0,,,,,0,245,588,0.05531194433569908,,0.06531605124473572,,1110552877439700992,1110552877439700992,,0.06529425084590912,,0,Marianas Trench ,,,,,0.08282649517059326,,0,False,0.06249822676181793,0.0402023047208786,3259,"RT @Bible_Time: You're not a failure until you stop trying. If you have no other testimony you have this one: ""I'm still here.""",0.10056494921445847,,,,0.04018070921301842,,Guielle_BC,0.05528955161571503,0.059357237070798874
62,66.6604995727539,Relational,,,Tue Mar 26 14:43:33 +0000 2019,,,"si me amas, serva me",0,,,,,0,28,41,0.05531194433569908,,0.06531605124473572,,1110552877955575813,1110552877955575813,,0.06529425084590912,,0,"Lungsod ng Davao, Rehiyon ng D",,,,,0.08282649517059326,,0,False,0.06249822676181793,0.0402023047208786,489,RT @jhaatlyf: Sad as fuck https://t.co/iAVtlvTu2k,0.10056494921445847,,,,0.04018070921301842,,dandani__04,0.05528955161571503,0.059357237070798874
63,90.46521186828613,Relational,,,Tue Mar 26 14:43:33 +0000 2019,,,freeTman🤞🏽 ripPawpaw💔websterWorld👼🏽,0,,,,,0,1065,766,0.05531194433569908,,0.06531605124473572,,1110552878371037185,1110552878371037185,,0.06529425084590912,,0,ON MY THROWN👑,,,,,0.08282649517059326,,0,False,0.06249822676181793,0.0402023047208786,2810,"RT @na3gotti_: 1-800-273-8255 - Suicide Hotline

877-226-3111 - Addiction Hotline

844-228-2962 - Eating Disorder Hotline

877-455-0628 - S…",0.10056494921445847,,,,0.04018070921301842,,arnyshiaaa,0.05528955161571503,0.059357237070798874
64,76.81550979614258,Relational,,,Tue Mar 26 14:43:33 +0000 2019,,,"If facts upset you, we can't communicate.  If I'm privileged, blame my mom. She chose not to abort me. Thanks Mom. All whom share values are blind to race!",0,,,,,0,291,182,0.05531194433569908,,0.06531605124473572,,1110552878119374850,1110552878119374850,,0.06529425084590912,,0,,,,,,0.08282649517059326,,0,False,0.06249822676181793,0.0402023047208786,2045,"RT @JennsPolitics: @dbongino @Cav3man28 Let's join together &amp; demand everyone be held accountable that perpetuated this hoax on us!! 

I'm…",0.10056494921445847,,,,0.04018070921301842,,IAmKevinLEarl1,0.05528955161571503,0.059357237070798874
65,85.5671226978302,Relational,,,Tue Mar 26 14:43:33 +0000 2019,,,"Official Twitter account of PTC NEWS, the leading Punjabi News channel, is the most sought after source of all news related to Punjab and Punjabiyat worldwide.",0,,,,,0,3745,58,0.05531194433569908,,0.06531605124473572,,1110552878601637888,1110552878601637888,,0.06529425084590912,,28,"Mohali, India",,,,,0.08282649517059326,,0,False,0.06249822676181793,0.0402023047208786,67028,"Tejinderpal Sandhu, an expelled SAD leader who got 2300 votes in 2017 elections
#readMore #Buzz #SAD #COngress https://t.co/ARNxNgpYK6",0.10056494921445847,,,,0.04018070921301842,,ptcnews,0.05528955161571503,0.059357237070798874
66,89.99672532081604,Relational,,,Tue Mar 26 14:43:33 +0000 2019,,,Wait… where am I?,0,,,,,0,69,71,0.05531194433569908,,0.06531605124473572,,1110552878605836294,1110552878605836294,,0.06529425084590912,,1,,,,,,0.08282649517059326,,0,False,0.06249822676181793,0.0402023047208786,246,RT @grandayy: The Copyright Directive including Article 13 has just been approved by EU Parliament. A vote for amending and improving it wa…,0.10056494921445847,,,,0.04018070921301842,,tpolic88,0.05528955161571503,0.059357237070798874
67,86.33036613464355,Relational,,,Tue Mar 26 14:43:34 +0000 2019,,,,0,,,,,0,4,41,0.05531194433569908,,0.06531605124473572,,1110552878954004482,1110552878954004482,,0.06529425084590912,,0,,,,,,0.08282649517059326,,0,False,0.06249822676181793,0.0402023047208786,84,"RT @HarryTheOwl: I am stunned, shocked, upset, aghast and fuming.Just had Inspector Wilson from @Humberbeat call me re my complaint.",0.10056494921445847,,,,0.04018070921301842,,Ruggwain2,0.05528955161571503,0.059357237070798874
68,66.66391491889954,Relational,,,Tue Mar 26 14:43:34 +0000 2019,,,new account,0,,,,,0,126,142,0.05531194433569908,,0.06531605124473572,,1110552879218245632,1110552879218245632,,0.06529425084590912,,0,KC 📍,,,,,0.08282649517059326,,0,False,0.06249822676181793,0.0402023047208786,228,I’m getting a lil stressed out 😢,0.10056494921445847,,,,0.04018070921301842,,YeimiCampos4,0.05528955161571503,0.059357237070798874
69,90.45478105545044,Relational,,,Tue Mar 26 14:43:34 +0000 2019,,,Hard working taxpayer. Wife. Sports fan. ⚾️🏒🏈 NASCAR. Sometimes the truth hurts.Thoughts and opinions are my own. Very Patriotic 🇨🇦. Helping AB #OrangeFlush,0,,,,,0,1781,1313,0.05531194433569908,,0.06531605124473572,,1110552879570530304,1110552879570530304,,0.06529425084590912,,6,,,,,,0.08282649517059326,,0,False,0.06249822676181793,0.0402023047208786,23196,"RT @BetteMidler: #DonaldTrump has forced us to live through war as a nation for the last two years; he has caused depression, despair, conf…",0.10056494921445847,,,,0.04018070921301842,,JLCWood2017,0.05528955161571503,0.059357237070798874
70,83.19934606552124,Relational,,,Tue Mar 26 14:43:34 +0000 2019,,,"Political Body, reporting and commenting. Jesus died for our sins. I strongly support Trump for President! Now is the time!",0,,,,,0,7772,2721,0.05531194433569908,,0.06531605124473572,,1110552879914541056,1110552879914541056,,0.06529425084590912,,78,Southeastern U.S.,,,,,0.08282649517059326,,0,False,0.06249822676181793,0.0402023047208786,103069,@RayetteFuss @Peoples_Pundit @PressSec You bought the liberal “collusion” lie for the last 2 years.. you obsessed o… https://t.co/Vb2CMYQR2Z,0.10056494921445847,,,,0.04018070921301842,,ColBannister,0.05528955161571503,0.059357237070798874
71,49.10092651844025,Relational,,,Tue Mar 26 14:43:34 +0000 2019,,,"“ Like the desert misses rain - cm,2013 “. • Jema                                            er, svu, charmed, river song",0,,,,,0,946,452,0.05531194433569908,,0.06531605124473572,,1110552880262443011,1110552880262443011,,0.06529425084590912,,31,CHRISKA/ EO BENSLER VILLE ,,,,,0.08282649517059326,,0,False,0.06249822676181793,0.0402023047208786,45530,RT @b1bygurll: My depression when it see’s me happy for more than five minutes https://t.co/8FJMsabv4w,0.10056494921445847,,,,0.04018070921301842,,ChriskaHM,0.05528955161571503,0.059357237070798874
72,64.26809430122375,Relational,,,Tue Mar 26 14:43:34 +0000 2019,,,Girl with tattoos who likes getting in trouble 🖤😈,0,,,,,0,34,142,0.05531194433569908,,0.06531605124473572,,1110552880279224320,1110552880279224320,,0.06529425084590912,,1,,,,,,0.08282649517059326,,0,False,0.06249822676181793,0.0402023047208786,91,"RT @delafro_: I don’t feel bad about being the “dump him” friend. My girls are too pretty, too smart and too fly to be stressed over medioc…",0.10056494921445847,,,,0.04018070921301842,,st3ph89,0.05528955161571503,0.059357237070798874
73,88.7217104434967,Relational,,,Tue Mar 26 14:43:34 +0000 2019,,,"Roman Catholic. 86% Irish Ancestry, ProLife, BS/MS Princeton, Ph.D. U of Penn, Comp Sci, 1A, 2A, ❤️ 😺🐶 & animals, MAGA, #SpayNeuterPets #SpayNeuterLiberals",0,,,,,0,83854,52741,0.05531194433569908,,0.06531605124473572,,1110552879016734720,1110552879016734720,,0.06529425084590912,,1186, φιλεω αδελφος Philadelphia PA,,,,,0.08282649517059326,,0,False,0.06249822676181793,0.0402023047208786,1237568,Van Jones: 'Sadness and disappointment and disorientation among progressives and Democrats' over no Trump collusion… https://t.co/SUBIMuwnHU,0.10056494921445847,,,,0.04018070921301842,,Chris_1791,0.05528955161571503,0.059357237070798874
74,90.43090343475342,Relational,,,Tue Mar 26 14:43:34 +0000 2019,,,Best part of the sandwich. Don't @ me.,0,,,,,0,74,504,0.05531194433569908,,0.06531605124473572,,1110552880862367746,1110552880862367746,,0.06529425084590912,,0,,,,,,0.08282649517059326,,0,False,0.06249822676181793,0.0402023047208786,1928,RT @MonsieurSabs: One of the most depressing facts I've had to learn from my neuroscience professors is that your brain is basically irrepa…,0.10056494921445847,,,,0.04018070921301842,,crutht_,0.05528955161571503,0.059357237070798874
75,53.06810140609741,Relational,,,Tue Mar 26 14:43:34 +0000 2019,,,I’m just a bitch living,0,,,,,0,470,458,0.05531194433569908,,0.06531605124473572,,1110552880560422913,1110552880560422913,,0.06529425084590912,,0,Chicago 🏙,,,,,0.08282649517059326,,0,False,0.06249822676181793,0.0402023047208786,15649,I think my puppy thinks I’m abandoning her at the groomers and I’m just as sad as she is about it 😪,0.10056494921445847,,,,0.04018070921301842,,JoCheckMyFlow9,0.05528955161571503,0.059357237070798874
76,88.84678483009338,Relational,,,Tue Mar 26 14:43:34 +0000 2019,,,the other Sara of @NSNMPodcast | I have stories,0,,,,,0,21374,590,0.05531194433569908,,0.06531605124473572,,1110552880661053440,1110552880661053440,,0.06529425084590912,,167,Sudan,,,,,0.08282649517059326,,0,False,0.06249822676181793,0.0402023047208786,82666,"RT @WalaaAbdelrhman: Normalizing injustice is dangerous and sad. Some people would call it resilience, but it’s not. It’s a combination of…",0.10056494921445847,,,,0.04018070921301842,,BSonblast,0.05528955161571503,0.059357237070798874
77,86.57804727554321,Relational,,,Tue Mar 26 14:43:34 +0000 2019,,,Omotayo Bankole. Perfection is based on Perception 🇳🇬..Professional bullshitter. Add me on Snapchat: kingtayorii,0,,,,,0,1102,1131,0.05531194433569908,,0.06531605124473572,,1110552881965391873,1110552881965391873,,0.06529425084590912,,1,"Toronto, Canada",,,,,0.08282649517059326,,0,False,0.06249822676181793,0.0402023047208786,3233,"RT @MukamiWaEmbu: It's sad moments in Africa. God save this your people. #CycloneIdai
#PrayForMozambique #PrayForZimbabwe #PrayForMalawi ht…",0.10056494921445847,,,,0.04018070921301842,,kingtayorr,0.05528955161571503,0.059357237070798874
78,68.48825812339783,Relational,,,Tue Mar 26 14:43:34 +0000 2019,,,I got work to do📍,0,,,,,0,1185,1004,0.05531194433569908,,0.06531605124473572,,1110552880639954946,1110552880639954946,,0.06529425084590912,,6,I.E,,,,,0.08282649517059326,,0,False,0.06249822676181793,0.0402023047208786,35576,RT @G_Mondoo: HE WAS LYNCHED HERE IN FORT WAYNE 🤦🏾‍♂️🤦🏾‍♂️AND NOT ONE NEWS REPORT FOLLOWED UP. THIS IS SAD https://t.co/fowffIvXBT,0.10056494921445847,,,,0.04018070921301842,,GabbyGozlan,0.05528955161571503,0.059357237070798874
79,91.33872985839844,Relational,,,Tue Mar 26 14:43:34 +0000 2019,,,another paper cut survivor | ig: @ucxle,0,,,,,0,129,50,0.05531194433569908,,0.06531605124473572,,1110552882011488256,1110552882011488256,,0.06529425084590912,,0,Malaysia,,,,,0.08282649517059326,,0,False,0.06249822676181793,0.0402023047208786,2033,RT @rahmsalama: i hate how observant i am sometimes because i notice every little thing in every action and i get sad over the smallest thi…,0.10056494921445847,,,,0.04018070921301842,,liawyucole,0.05528955161571503,0.059357237070798874
80,90.45477509498596,Relational,,,Tue Mar 26 14:43:34 +0000 2019,,,minister of sakura affairs,0,,,,,0,177,84,0.05531194433569908,,0.06531605124473572,,1110552882036633600,1110552882036633600,,0.06529425084590912,,20,,,,,,0.08282649517059326,,0,False,0.06249822676181793,0.0402023047208786,2867,um... can people stop using the word triggered to describe people who get mad/upset :[,0.10056494921445847,,,,0.04018070921301842,,sakuracIub,0.05528955161571503,0.059357237070798874
81,88.81277441978455,Relational,,,Tue Mar 26 14:43:34 +0000 2019,,,"RPh MBA/MHA, Samurai. The press has abdicated their #1A right making our #2A more important. #NRA #MAGA #TrumpTrain2020 #MolonLabe #KravMaga #KAG #Sheepdog",0,,,,,0,4284,4986,0.05531194433569908,,0.06531605124473572,,1110552881990516736,1110552881990516736,,0.06529425084590912,,0,Colorado,,,,,0.08282649517059326,,0,False,0.06249822676181793,0.0402023047208786,13109,"RT @Lizdolan: @BetteMidler Give it up @realDonaldTrump is your President, there was no #RussiaCollusion .. the media along with people like…",0.10056494921445847,,,,0.04018070921301842,,DrJ3ckyll,0.05528955161571503,0.059357237070798874
82,89.99977707862854,Relational,,,Tue Mar 26 14:43:35 +0000 2019,,,Yeet,0,,,,,0,8,31,0.05531194433569908,,0.06531605124473572,,1110552883026509824,1110552883026509824,,0.06529425084590912,,0,,,,,,0.08282649517059326,,0,False,0.06249822676181793,0.0402023047208786,76,RT @grandayy: The Copyright Directive including Article 13 has just been approved by EU Parliament. A vote for amending and improving it wa…,0.10056494921445847,,,,0.04018070921301842,,ForDaysDoe,0.05528955161571503,0.059357237070798874
83,70.70745825767517,Relational,,,Tue Mar 26 14:43:35 +0000 2019,,,"20 • Met Micky Dolenz 2/21/17 & 2/25/17 • 🐍 • ""Has anyone seen the moon? Makes the night seem a little bit more... sexy."" • Seeing Hugh Jackman 6/21/19!",0,,,,,0,1092,456,0.05531194433569908,,0.06531605124473572,,1110552883190288388,1110552883190288388,,0.06529425084590912,,14,listening to a record,,,,,0.08282649517059326,,0,False,0.06249822676181793,0.0402023047208786,26174,"Holy shit THANK YOU

I have anxiety I have to take medication for and I feel the exact same damn way. And, enjoying… https://t.co/sbkQSnWCYb",0.10056494921445847,,,,0.04018070921301842,,antheminmyheart,0.05528955161571503,0.059357237070798874
84,65.96658229827881,Relational,,,Tue Mar 26 14:43:35 +0000 2019,,,sc: abbyhayess / mgm,0,,,,,0,3885,3561,0.05531194433569908,,0.06531605124473572,,1110552883521601536,1110552883521601536,,0.06529425084590912,,19,"jasper, al",,,,,0.08282649517059326,,0,False,0.06249822676181793,0.0402023047208786,4620,"my hobbies: 

- crying 
- being sad",0.10056494921445847,,,,0.04018070921301842,,abbythegr8st,0.05528955161571503,0.059357237070798874
85,64.95300531387329,Relational,,,Tue Mar 26 14:43:35 +0000 2019,,,,0,,,,,0,43,157,0.05531194433569908,,0.06531605124473572,,1110552885153185795,1110552885153185795,,0.06529425084590912,,2,,,,,,0.08282649517059326,,0,False,0.06249822676181793,0.0402023047208786,149,"I have shared all the details requested by you..I have shared my order number, contact details, pictures of the pro… https://t.co/rTFAEURTga",0.10056494921445847,,,,0.04018070921301842,,shahbaztemkar,0.05528955161571503,0.059357237070798874
86,66.44134521484375,Relational,,,Tue Mar 26 14:43:35 +0000 2019,,,"angry youth full of cum | gayfur | Professional Cat petter | trapped in california, send help.",0,,,,,0,119,220,0.05531194433569908,,0.06531605124473572,,1110552885882810368,1110552885882810368,,0.06529425084590912,,0,"SF Bay area, CA",,,,,0.08282649517059326,,0,False,0.06249822676181793,0.0402023047208786,1003,@PinkHuskie Not even. It makes me sad actually.,0.10056494921445847,,,,0.04018070921301842,,starbuttt,0.05528955161571503,0.059357237070798874
